Age,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,CryoSleep,VIP,HomePlanet__Earth,HomePlanet__Europa,HomePlanet__Mars,HomePlanet__Unknown,Destination__55 Cancri e,Destination__PSO J318.5-22,Destination__TRAPPIST-1e,Destination__Unknown,Transported
-0.012658227848101222,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1,0,0,0,0,1,0,0
-0.3924050632911392,-0.9847839743142319,-0.9993962365411062,-0.9978716158692321,-0.9509996429846483,-0.9963535407947623,0,0,1,0,0,0,0,0,1,0,1
0.4683544303797469,-0.9939973476652474,-0.7601046523328749,-1.0,-0.4006604784005712,-0.9959391704305308,0,1,0,1,0,0,0,0,1,0,0
-0.16455696202531644,-1.0,-0.9139301646932546,-0.968414779499404,-0.702873973580864,-0.9840053039406622,0,0,0,1,0,0,0,0,1,0,0
-0.5949367088607596,-0.9577022405248831,-0.9953040619863818,-0.9871445598501618,-0.9495715815780078,-0.9998342518543074,0,0,1,0,0,0,0,0,1,0,1
0.11392405063291133,-1.0,-0.9675980277060343,-1.0,-0.9740271331667262,-1.0,0,0,1,0,0,0,0,1,0,0,1
-0.3417721518987342,-0.9941369442311719,-0.8967564485291651,-0.9997445939043078,-1.0,-1.0,0,0,1,0,0,0,0,0,1,0,1
-0.2911392405063291,-1.0,-1.0,-1.0,-1.0,-1.0,1,0,1,0,0,0,0,0,1,0,1
-0.11392405063291144,-1.0,-0.94733840941871,-0.9985526987910778,-0.9807211710103535,-1.0,0,0,1,0,0,0,0,0,1,0,1
-0.6455696202531646,-1.0,-1.0,-1.0,-1.0,-1.0,1,0,0,1,0,0,1,0,0,0,1
-0.1392405063291139,-1.0,-1.0,-1.0,-1.0,-1.0,1,0,0,1,0,0,0,0,1,0,1
0.139240506329114,-0.9945557339289454,-0.5106161741522155,-0.9498552698791077,-0.9901820778293466,-0.9897236149670575,0,0,0,1,0,0,1,0,0,0,1
-0.189873417721519,-0.9898094506875131,-1.0,-0.904392984845905,-1.0,-0.9906352297683669,0,0,0,0,1,0,0,0,1,0,1
0.21518987341772156,-0.8996300691003001,-0.9999329151712341,-0.9944662012600034,-1.0,-0.9980110222516886,0,0,1,0,0,0,0,0,1,0,0
-0.2911392405063291,-0.9988832274726042,-0.9346593767819408,-0.9989783756172314,-0.99982149232417,-0.9994198814900759,0,0,1,0,0,0,0,0,1,0,1
-0.21518987341772156,-0.9955329098904167,-1.0,-0.9254214200578921,-1.0,-1.0,0,0,1,0,0,0,0,0,1,0,0
-0.31645569620253167,-0.820478816221121,-0.9918156508905511,-1.0,-1.0,-1.0,0,0,0,0,1,0,1,0,0,0,0
-0.3924050632911392,-1.0,-0.9999329151712341,-1.0,-1.0,-0.9472092155969005,0,0,1,0,0,0,1,0,0,0,0
0.139240506329114,-1.0,-1.0,-1.0,-1.0,-1.0,1,0,0,0,1,0,0,0,1,0,1
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,1,0,0,0,0,0,1,0,1
-0.6455696202531646,-0.942486214839115,-1.0,-0.9999148646347693,-1.0,-0.9437285045373555,0,0,1,0,0,0,1,0,0,0,0
-0.9746835443037974,-1.0,-1.0,-1.0,-1.0,-1.0,1,0,1,0,0,0,0,0,1,0,0
0.240506329113924,-1.0,-1.0,-1.0,-1.0,-1.0,1,0,1,0,0,0,1,0,0,0,0
-0.26582278481012656,-1.0,-1.0,-1.0,-1.0,-1.0,1,0,1,0,0,0,1,0,0,0,0
-0.7468354430379747,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,1,0,0,0,0,0,1,0,1
-0.9746835443037974,-1.0,-1.0,-1.0,-1.0,-1.0,1,0,1,0,0,0,0,1,0,0,0
-0.8227848101265822,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,1,0,0,0,0,0,1,0,0
-0.4683544303797469,-0.8631953653940113,-0.999865830342468,-0.9941256597990805,-1.0,-1.0,0,0,0,0,1,0,0,0,1,0,0
0.5696202531645569,-1.0,-1.0,-1.0,-1.0,-1.0,1,0,0,1,0,0,0,0,1,0,1
-0.620253164556962,-1.0,-0.9849059135276558,-1.0,-0.9109246697607998,-1.0,0,0,1,0,0,0,0,0,1,0,0
-0.1392405063291139,-0.9969288755496615,-0.5925938349042363,-1.0,-0.8716529810781863,-0.9728173041064103,0,0,0,1,0,0,1,0,0,0,0
0.08860759493670889,-0.842953863334962,-1.0,-0.9884215903286225,-0.9957158157800785,-1.0,0,0,0,0,1,0,0,0,1,0,0
-0.189873417721519,-1.0,-0.9429778955489216,-0.993104035416312,-0.9609960728311318,-0.9624580450006216,0,0,1,0,0,0,0,0,1,0,0
0.1898734177215189,-0.9701263348921616,-1.0,-0.8798739996594586,-1.0,-0.8981477644718849,0,0,0,0,1,0,0,0,1,0,1
-0.9493670886075949,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,0,1,0,0,0,1,0,1
-0.49367088607594933,-1.0,-1.0,-0.8510131108462455,-0.91163870046412,-1.0,0,0,0,0,1,0,0,0,1,0,1
-0.2911392405063291,-1.0,-1.0,-1.0,-1.0,-1.0,1,0,0,1,0,0,1,0,0,0,1
-0.4177215189873418,-0.890556292315209,-0.9353302250696005,-1.0,-0.9151196001428061,-1.0,0,0,0,0,1,0,1,0,0,0,0
-0.620253164556962,-1.0,-0.9669942642471405,-0.9959135024689256,-0.9982149232416994,-0.9667674967886297,0,0,1,0,0,0,1,0,0,0,0
-0.49367088607594933,-0.922663502477839,-0.986918458390635,-1.0,-0.767404498393431,-1.0,0,0,1,0,0,0,1,0,0,0,0
-0.240506329113924,-1.0,-1.0,-1.0,-1.0,-1.0,1,0,1,0,0,0,1,0,0,0,0
-0.5696202531645569,-1.0,-1.0,-1.0,-1.0,-1.0,1,0,1,0,0,0,0,0,1,0,1
0.139240506329114,-1.0,-0.9889980880823802,-0.9961689085646177,-0.7758836129953588,-0.929142667716405,0,0,0,1,0,0,0,0,1,0,0
