Age,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,CryoSleep,VIP,HomePlanet__Earth,HomePlanet__Europa,HomePlanet__Mars,HomePlanet__Unknown,Destination__55 Cancri e,Destination__PSO J318.5-22,Destination__TRAPPIST-1e,Destination__Unknown,Transported
0.7119453650967065,-0.333104659477016,-0.2810267305009505,-0.2835786325139866,-0.2706259042558386,-0.26300328786535504,0,0,0,1,0,0,0,0,1,0,0
-0.3340374848552393,-0.16807343153111926,-0.27538656847021636,-0.2417707085098524,0.2171582490807,-0.22420467572083297,0,0,1,0,0,0,0,0,1,0,1
2.0368569750358376,-0.26800059707634116,1.9599976497107379,-0.2835786325139866,5.695622892929693,-0.21979574252259182,0,1,0,1,0,0,0,0,1,0,0
0.29355222511592816,-0.333104659477016,0.5230097012137017,0.3368509597073644,2.6871763661582544,-0.09281846641324688,0,0,0,1,0,0,0,0,1,0,0
-0.8918950048296104,0.12565187325332083,-0.23715880359524072,-0.031058771529016236,0.23137418068977944,-0.2612397145860586,0,0,1,0,0,0,0,0,1,0,1
1.0606063150806884,-0.333104659477016,0.021661965148447017,-0.2835786325139866,-0.012073648115706135,-0.26300328786535504,0,0,1,0,0,0,0,1,0,0,1
-0.19457310486164653,-0.2695146450391475,0.6834409767545832,-0.2785616816334905,-0.2706259042558386,-0.26300328786535504,0,0,1,0,0,0,0,0,1,0,1
-0.055108724868053766,-0.333104659477016,-0.2810267305009505,-0.2835786325139866,-0.2706259042558386,-0.26300328786535504,1,0,1,0,0,0,0,0,1,0,1
0.43301660510952095,-0.333104659477016,0.21092073551308066,-0.25514924419117535,-0.07871082753326605,-0.26300328786535504,0,0,1,0,0,0,0,0,1,0,1
-1.0313593848232032,-0.333104659477016,-0.2810267305009505,-0.2835786325139866,-0.2706259042558386,-0.26300328786535504,1,0,0,1,0,0,1,0,0,0,1
0.3632844151127245,-0.333104659477016,-0.2810267305009505,-0.2835786325139866,-0.2706259042558386,-0.26300328786535504,1,0,0,1,0,0,0,0,1,0,1
1.1303385050774848,-0.2740567889275667,4.290637937744091,0.7014160570234144,-0.1728913744434174,-0.15366174454897466,0,0,0,1,0,0,1,0,0,0,1
0.22382003511913176,-0.22257915819214938,-0.2810267305009505,1.59443331375172,-0.2706259042558386,-0.16336139758510518,0,0,0,0,1,0,0,0,1,0,1
1.3395350750678738,0.75549582578078,-0.2804000458308689,-0.17487803010323774,-0.2706259042558386,-0.24184040851379754,0,0,1,0,0,0,0,0,1,0,0
